FeatureID	FeatureType	Contig	Strand	Left End	Right End	Num Intervals	FeatureName	db xref	function	GO biological process	locus tag	MultiFun	name	product	protein id	synonym	alternate product name	EC number	EnteroFam	GO cellular component	GO molecular function	structure	insertion sequence	regulation	molecular interaction	sequence correction	standard name	anticodon	codon recognized	note	comment	mutant phenotype	genetic interaction	transl except	modification	physical properties	evidence	ribosomal slippage	direction	pseudo	No Annotations	
ABE-0005508	CDS	Chromosome	complement	1722760	1723656	1	ydhF	UniProtKB/Swiss-Prot:P76187			b1647		ydhF	predicted oxidoreductase	AAT48134.1	ECK1643 -!- JW1639	orf, hypothetical protein	1.-.-.-								version m56: N247 to Y																
ABE-0005510	CDS	Chromosome	complement	1723705	1723944	1	ydhL	UniProtKB/Swiss-Prot:P64474			b1648		ydhL	conserved protein	AAC74720.1	ECK1644 -!- JW5827	orf, hypothetical protein		EnteroFam0005510: Trusted threshold=188.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005514	CDS	Chromosome	forward	1724131	1724646	1	ydhM	UniProtKB/Swiss-Prot:P67430			b1649		ydhM	predicted DNA-binding transcriptional regulator	AAC74721.1	ECK1645 -!- JW5874																										
ABE-0005516	CDS	Chromosome	forward	1724683	1725780	1	nemA	UniProtKB/Swiss-Prot:P77258	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b1650		nemA	N-ethylmaleimide reductase, FMN-linked	AAC74722.1	ECK1646 -!- JW1642	N-ethylmaleimide reductase	1.-.-.-																								
ABE-0005520	CDS	Chromosome	forward	1725861	1726268	1	gloA	UniProtKB/Swiss-Prot:P0AC81	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b1651		gloA	glyoxalase I, Ni-dependent	AAC74723.1	ECK1647 -!- JW1643	lactoylglutathione lyase	4.4.1.5	EnteroFam0005520: Trusted threshold=373.1; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005523	CDS	Chromosome	forward	1726371	1727018	1	rnt	UniProtKB/Swiss-Prot:P30014	enzyme; Degradation of RNA		b1652		rnt	ribonuclease T (RNase T)	AAC74724.1	ECK1648 -!- JW1644	RNase T, degrades tRNA	3.1.13.-	EnteroFam0005523: Trusted threshold=594.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005525	CDS	Chromosome	forward	1727111	1731727	1	lhr	UniProtKB/Swiss-Prot:P30015	enzyme; DNA - replication, repair, restriction/modification		b1653		lhr	predicted ATP-dependent helicase	AAC74725.1	ECK1649 -!- JW1645	member of ATP-dependent helicase superfamily II	3.6.1.-																								
ABE-0005527	CDS	Chromosome	complement	1731778	1732125	1	ydhD	UniProtKB/Swiss-Prot:P0AC69			b1654		ydhD	conserved protein	AAC74726.1	ECK1650 -!- JW1646	orf, hypothetical protein		EnteroFam0005527: Trusted threshold=332.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005533	CDS	Chromosome	forward	1732459	1733274	1	ydhO	UniProtKB/Swiss-Prot:P76190	putative membrane; Not classified		b1655		ydhO	predicted lipoprotein	AAC74727.1	ECK1651 -!- JW5270	putative lipoprotein		EnteroFam0005533: Trusted threshold=591.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005537	CDS	Chromosome	forward	1733402	1733983	1	sodB	UniProtKB/Swiss-Prot:P0AGD3	enzyme; Detoxification		b1656		sodB	superoxide dismutase, Fe	AAC74728.1	ECK1652 -!- JW1648	superoxide dismutase, iron	1.15.1.1																								
ABE-0005540	CDS	Chromosome	complement	1734145	1735314	1	ydhP	UniProtKB/Swiss-Prot:P77389	putative transport; Not classified		b1657		ydhP	predicted transporter	AAC74729.1	ECK1653 -!- JW1649	putative transport protein																									
ABE-0005545	CDS	Chromosome	forward	1735868	1736893	1	purR	UniProtKB/Swiss-Prot:P0ACP7	regulator; Purine ribonucleotide biosynthesis		b1658		purR	DNA-binding transcriptional repressor, hypoxanthine-binding	AAC74730.1	ECK1654 -!- JW1650	transcriptional repressor for pur regulon, glyA, glnB, prsA, speA		EnteroFam0005545: Trusted threshold=992.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005547	CDS	Chromosome	complement	1736890	1737822	1	ydhB	UniProtKB/Swiss-Prot:P0ACR2	putative regulator; Not classified		b1659		ydhB	predicted DNA-binding transcriptional regulator	AAC74731.1	ECK1655 -!- JW1651	putative transcriptional regulator LYSR-type																									
ABE-0005551	CDS	Chromosome	forward	1737935	1739146	1	ydhC	UniProtKB/Swiss-Prot:P37597	putative transport; Not classified		b1660		ydhC	predicted transporter	AAT48135.1	ECK1656 -!- JW1652	putative transport protein									version m56: M373 to V																
ABE-0005555	CDS	Chromosome	forward	1739437	1740585	1	cfa	UniProtKB/Swiss-Prot:P0A9H7	enzyme; Fatty acid and phosphatidic acid biosynthesis		b1661		cfa	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	AAC74733.1	cdfA -!- ECK1657 -!- JW1653	cyclopropane fatty acyl phospholipid synthase	2.1.1.79	EnteroFam0005555: Trusted threshold=1015.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005557	CDS	Chromosome	complement	1740625	1741266	1	ribC	UniProtKB/Swiss-Prot:P0AFU8	enzyme; Biosynthesis of cofactors, carriers: Riboflavin		b1662		ribC	riboflavin synthase, alpha subunit	AAC74734.1	ribE -!- ECK1658 -!- JW1654	riboflavin synthase, alpha chain	2.5.1.9	EnteroFam0005557: Trusted threshold=558.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005561	CDS	Chromosome	forward	1741481	1742854	1	mdtK	UniProtKB/Swiss-Prot:P37340	putative transport; Not classified		b1663		mdtK	multidrug efflux system transporter	AAT48136.1	norM -!- ydhE -!- ECK1659 -!- JW1655	multidrug resistance protein norM (Na(+)/drug antiporter) (Multidrug-efflux transporter)		EnteroFam0005561: Trusted threshold=769.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).							version m56: S32 to D																
ABE-0005563	CDS	Chromosome	complement	1742895	1744151	1	ydhQ	UniProtKB/Swiss-Prot:P77552	putative enzyme; Not classified		b1664		ydhQ	conserved protein	AAC74736.1	ECK1660 -!- JW1656	possible enzyme																									
ABE-0005567	tRNA	Chromosome	forward	1744459	1744535	1	valV		RNA; tRNA	GO:0006399 tRNA metabolism	b1665	information transfer; RNA related; tRNA -!- location of gene products; cytoplasm	valV	tRNA-Val(GAC)		ECK1661 -!- JWR0031				GO:0005737 cytoplasm								(pos:1744493..1744495,aa:Val)	GUY	anticodon: GAC -!- valine tRNA2B												
ABE-0005569	tRNA	Chromosome	forward	1744540	1744616	1	valW		RNA; tRNA	GO:0006399 tRNA metabolism	b1666	information transfer; RNA related; tRNA -!- location of gene products; cytoplasm	valW	tRNA-Val(GAC)		ECK1662 -!- JWR0032				GO:0005737 cytoplasm								(pos:1744574..1744576,aa:Val)	GUY	anticodon: GAC -!- valine tRNA2A												
ABE-0005572	CDS	Chromosome	forward	1744724	1745029	1	ydhR	UniProtKB/Swiss-Prot:P0ACX3			b1667		ydhR	predicted protein	AAC74737.1	ECK1663 -!- JW1657																										
ABE-0005575	CDS	Chromosome	forward	1745155	1746759	1	ydhS	UniProtKB/Swiss-Prot:P77148			b1668		ydhS	conserved protein with FAD/NAD(P)-binding domain	AAC74738.1	ECK1664 -!- JW1658	orf, hypothetical protein																									
ABE-0005577	CDS	Chromosome	complement	1746771	1747583	1	ydhT	UniProtKB/Swiss-Prot:P77147			b1669		ydhT	conserved protein	AAC74739.1	ECK1665 -!- JW1659	orf, hypothetical protein																									
ABE-0005579	CDS	Chromosome	complement	1747587	1748372	1	ydhU	UniProtKB/Swiss-Prot:P77409			b1670		ydhU	predicted cytochrome	AAC74740.1	phsC -!- ECK1666 -!- JW1660																										
ABE-0005583	CDS	Chromosome	complement	1748369	1749037	1	ydhX	UniProtKB/Swiss-Prot:P77375	putative enzyme; Not classified		b1671		ydhX	predicted 4Fe-4S ferridoxin-type protein	AAC74741.1	ECK1667 -!- JW5271	putative oxidoreductase, Fe-S subunit																									
ABE-0005585	CDS	Chromosome	complement	1749101	1749748	1	ydhW	UniProtKB/Swiss-Prot:P77564			b1672		ydhW	predicted protein	AAC74742.1	ECK1668 -!- JW1662	orf, hypothetical protein																									
ABE-0005587	CDS	Chromosome	complement	1749752	1751854	1	ydhV	UniProtKB/Swiss-Prot:P76192			b1673		ydhV	predicted oxidoreductase	AAC74743.1	ECK1669 -!- JW5272	orf, hypothetical protein																									
ABE-0005589	CDS	Chromosome	complement	1751875	1752501	1	ydhY	UniProtKB/Swiss-Prot:P0AAL6	putative enzyme; Not classified		b1674		ydhY	predicted 4Fe-4S ferridoxin-type protein	AAC74744.1	ECK1670 -!- JW1664	putative oxidoreductase, Fe-S subunit																									
ABE-0005591	CDS	Chromosome	complement	1752956	1753165	1	ydhZ	UniProtKB/Swiss-Prot:P0ACX5			b1675		ydhZ	predicted protein	AAC74745.1	ECK1671 -!- JW1665	orf, hypothetical protein																									
ABE-0005600	CDS	Chromosome	forward	1753722	1755134	1	pykF	UniProtKB/Swiss-Prot:P0AD61	enzyme; Energy metabolism, carbon: Glycolysis		b1676		pykF	pyruvate kinase I	AAC74746.1	ECK1672 -!- JW1666	pyruvate kinase I (formerly F), fructose stimulated	2.7.1.40	EnteroFam0005600: Trusted threshold=1320.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005603	CDS	Chromosome	forward	1755445	1755681	1	lpp	UniProtKB/Swiss-Prot:P69776	membrane; Murein sacculus, peptidoglycan		b1677		lpp	murein lipoprotein	AAC74747.1	mlpA -!- ECK1673 -!- JW1667	murein lipoprotein		EnteroFam0005603: Trusted threshold=189.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005605	CDS	Chromosome	complement	1755745	1756749	1	ynhG	UniProtKB/Swiss-Prot:P76193			b1678		ynhG	conserved protein	AAC74748.1	ECK1674 -!- JW1668	orf, hypothetical protein																									
ABE-0005608	CDS	Chromosome	complement	1756898	1757314	1	sufE	UniProtKB/Swiss-Prot:P76194			b1679		sufE	sulfur acceptor protein	AAC74749.1	ynhA -!- ECK1675 -!- JW1669	orf, hypothetical protein		EnteroFam0005608: Trusted threshold=336.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005610	CDS	Chromosome	complement	1757327	1758547	1	sufS	UniProtKB/Swiss-Prot:P77444			b1680	metabolism; central intermediary metabolism; incorporation of metal ions	sufS	selenocysteine lyase, PLP-dependent	AAC74750.1	csdB -!- ynhB -!- ECK1676 -!- JW1670	selenocysteine lyase, PLP-dependent	2.8.1.7 -!- 4.4.1.16																								
ABE-0005617	CDS	Chromosome	complement	1758544	1759815	1	sufD	UniProtKB/Swiss-Prot:P77689			b1681		sufD	component of SufBCD complex	AAC74751.1	ynhC -!- ECK1677 -!- JW1671			EnteroFam0005617: Trusted threshold=1088.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005619	CDS	Chromosome	complement	1759790	1760536	1	sufC	UniProtKB/Swiss-Prot:P77499	putative transport; Not classified		b1682		sufC	component of SufBCD complex, ATP-binding component of ABC superfamily	AAC74752.1	ynhD -!- ECK1678 -!- JW1672	putative ATP-binding component of a transport system		EnteroFam0005619: Trusted threshold=700.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005621	CDS	Chromosome	complement	1760546	1762033	1	sufB	UniProtKB/Swiss-Prot:P77522			b1683		sufB	component of SufBCD complex	AAC74753.1	ynhE -!- ECK1679 -!- JW5273	orf, hypothetical protein		EnteroFam0005621: Trusted threshold=1448.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005624	CDS	Chromosome	complement	1762042	1762410	1	sufA	UniProtKB/Swiss-Prot:P77667			b1684		sufA	Fe-S cluster assembly protein	AAC74754.1	ydiC -!- ECK1680 -!- JW1674	orf, hypothetical protein		EnteroFam0005624: Trusted threshold=294.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005626	CDS	Chromosome	complement	1762958	1763227	1	ydiH	UniProtKB/Swiss-Prot:P64476			b1685		ydiH	predicted protein	AAC74755.1	ECK1682 -!- JW1675	orf, hypothetical protein																									
ABE-0005628	CDS	Chromosome	complement	1763246	1763656	1	ydiI	UniProtKB/Swiss-Prot:P77781			b1686		ydiI	conserved protein	AAC74756.1	ECK1683 -!- JW1676	orf, hypothetical protein	3.1.-.-	EnteroFam0005628: Trusted threshold=314.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005632	CDS	Chromosome	complement	1763653	1766709	1	ydiJ	UniProtKB/Swiss-Prot:P77748	putative enzyme; Not classified		b1687		ydiJ	predicted FAD-linked oxidoreductase	AAC74757.1	ECK1684 -!- JW1677	putative oxidase		EnteroFam0005632: Trusted threshold=2877.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005637	CDS	Chromosome	forward	1767098	1768210	1	ydiK	UniProtKB/Swiss-Prot:P0AFS7			b1688		ydiK	predicted inner membrane protein	AAC74758.1	ECK1685 -!- JW1678	orf, hypothetical protein		EnteroFam0005637: Trusted threshold=870.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005641	CDS	Chromosome	forward	1768639	1768995	1	ydiL	UniProtKB/Swiss-Prot:P76196			b1689		ydiL	conserved protein	AAC74759.1	ECK1687 -!- JW1679	orf, hypothetical protein																									
ABE-0005645	CDS	Chromosome	forward	1769095	1770309	1	ydiM	UniProtKB/Swiss-Prot:P76197	putative transport; Not classified		b1690		ydiM	predicted transporter	AAC74760.1	ECK1688 -!- JW1680	putative transport system permease protein																									
ABE-0005648	CDS	Chromosome	forward	1770536	1771801	1	ydiN	UniProtKB/Swiss-Prot:P76198	putative transport; Not classified		b1691		ydiN	predicted transporter	AAC74761.1	ECK1689 -!- JW5274	putative amino acid/amine transport protein																									
ABE-0005651	CDS	Chromosome	forward	1771813	1772679	1	ydiB	UniProtKB/Swiss-Prot:P0A6D5	putative enzyme; Not classified		b1692		ydiB	quinate/shikimate 5-dehydrogenase, NAD(P)-binding	AAC74762.1	ECK1690 -!- JW1682	putative oxidoreductase	1.1.1.282																								
ABE-0005653	CDS	Chromosome	forward	1772710	1773468	1	aroD	UniProtKB/Swiss-Prot:P05194	enzyme; Amino acid biosynthesis: Chorismate		b1693		aroD	3-dehydroquinate dehydratase	AAC74763.1	ECK1691 -!- JW1683	3-dehydroquinate dehydratase	4.2.1.10																								
ABE-0005656	CDS	Chromosome	forward	1773611	1775206	1	ydiF	UniProtKB/Swiss-Prot:P37766	putative enzyme; Not classified		b1694		ydiF	fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit -!- beta subunit	AAC74764.1	ECK1692 -!- JW1684	putative enzyme																									
ABE-0005658	CDS	Chromosome	forward	1775220	1776371	1	ydiO	UniProtKB/Swiss-Prot:P0A9U8	putative enzyme; Not classified		b1695		ydiO	predicted acyl-CoA dehydrogenase	AAC74765.1	ECK1693 -!- JW5275	putative oxidoreductase																									
ABE-0005660	CDS	Chromosome	complement	1776414	1777325	1	ydiP	UniProtKB/Swiss-Prot:P77402	putative regulator; Not classified		b1696		ydiP	predicted DNA-binding transcriptional regulator	AAC74766.1	ECK1694 -!- JW1686	putative ARAC-type regulatory protein																									
ABE-0005666	CDS	Chromosome	forward	1777641	1778405	1	ydiQ	UniProtKB/Swiss-Prot:P76201	putative transport; Not classified		b1697		ydiQ	conserved protein	AAC74767.1	ECK1695 -!- JW5276	putative transport protein																									
ABE-0005668	CDS	Chromosome	forward	1778425	1779363	1	ydiR	UniProtKB/Swiss-Prot:P77378	putative enzyme; Not classified		b1698		ydiR	predicted electron transfer flavoprotein, FAD-binding	AAC74768.1	ECK1696 -!- JW1688	putative flavoprotein																									
ABE-0005671	CDS	Chromosome	forward	1779419	1780708	1	ydiS	UniProtKB/Swiss-Prot:P77337	putative enzyme; Not classified		b1699		ydiS	predicted oxidoreductase with FAD/NAD(P)-binding domain	AAC74769.1	ECK1697 -!- JW1689	flavoprotein; probably electron transport	1.5.5.-																								
ABE-0005674	CDS	Chromosome	forward	1780705	1780998	1	ydiT	UniProtKB/Swiss-Prot:P77714			b1700		ydiT	predicted 4Fe-4S ferredoxin-type protein	AAC74770.1	ECK1698 -!- JW1690	orf, hypothetical protein																									
ABE-0005676	CDS	Chromosome	forward	1781001	1782701	1	ydiD	UniProtKB/Swiss-Prot:P38135	putative enzyme; Not classified		b1701		ydiD	short chain acyl-CoA synthetase, anaerobic	AAC74771.1	ECK1699 -!- JW5910	putative ligase/synthetase	6.2.1.-																								
ABE-0005678	CDS	Chromosome	complement	1782758	1785136	1	pps	UniProtKB/Swiss-Prot:P23538	enzyme; Central intermediary metabolism: Gluconeogenesis		b1702		pps	phosphoenolpyruvate synthase	AAC74772.1	ECK1700 -!- JW1692 -!- ppsA		2.7.9.2	EnteroFam0005678: Trusted threshold=2306.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005682	CDS	Chromosome	forward	1785469	1786302	1	ydiA	UniProtKB/Swiss-Prot:P0A8A4			b1703		ydiA	conserved protein	AAC74773.1	ECK1701 -!- JW1693	orf, hypothetical protein		EnteroFam0005682: Trusted threshold=758.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005686	CDS	Chromosome	forward	1786459	1787505	1	aroH	UniProtKB/Swiss-Prot:P00887	enzyme; Amino acid biosynthesis: Tryptophan		b1704		aroH	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible	AAC74774.1	ECK1702 -!- JW1694	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase, tryptophan repressible)	2.5.1.54																								
ABE-0005692	CDS	Chromosome	forward	1787637	1787828	1	ydiE	UniProtKB/Swiss-Prot:P0ACX9			b1705		ydiE	conserved protein	AAC74775.1	ECK1703 -!- JW1695	orf, hypothetical protein																									
ABE-0005694	CDS	Chromosome	complement	1787832	1789268	1	ydiU	UniProtKB/Swiss-Prot:P77649			b1706		ydiU	conserved protein	AAC74776.1	ECK1704 -!- JW1696	orf, hypothetical protein		EnteroFam0005694: Trusted threshold=1196.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005696	CDS	Chromosome	complement	1789331	1790044	1	ydiV	UniProtKB/Swiss-Prot:P76204			b1707		ydiV	conserved protein	AAC74777.1	ECK1705 -!- JW1697	orf, hypothetical protein																									
ABE-0005704	CDS	Chromosome	complement	1790291	1790755	1	nlpC	UniProtKB/Swiss-Prot:P23898	membrane; Macromolecule synthesis, modification: Lipoprotein		b1708		nlpC	predicted lipoprotein	AAC74778.1	ECK1706 -!- JW1698	lipoprotein		EnteroFam0005704: Trusted threshold=379.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005707	CDS	Chromosome	complement	1790833	1791582	1	btuD	UniProtKB/Swiss-Prot:P06611	transport; Transport of small molecules: Other		b1709		btuD	vitamin B12 transporter subunit : ATP-binding component of ABC superfamily	AAC74779.1	ECK1707 -!- JW1699	ATP-binding component of vitamin B12 transport system	3.6.3.33	EnteroFam0005707: Trusted threshold=644.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005709	CDS	Chromosome	complement	1791582	1792133	1	btuE	UniProtKB/Swiss-Prot:P06610	transport; Transport of small molecules: Other		b1710		btuE	predicted glutathione peroxidase	AAC74780.1	ECK1708 -!- JW1700	vitamin B12 transport		EnteroFam0005709: Trusted threshold=509.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005712	CDS	Chromosome	complement	1792196	1793176	1	btuC	UniProtKB/Swiss-Prot:P06609	transport; Transport of small molecules: Other		b1711		btuC	vitamin B12 transporter subunit: membrane component of ABC superfamily	AAC74781.1	ECK1709 -!- JW1701	vitamin B12 transport permease protein		EnteroFam0005712: Trusted threshold=758; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005715	CDS	Chromosome	complement	1793277	1793576	1	ihfA	UniProtKB/Swiss-Prot:P0A6X7	factor; DNA - replication, repair, restriction/modification		b1712			integration host factor (IHF), DNA-binding protein, alpha subunit	AAC74782.1	ECK1710 -!- JW1702	integration host factor (IHF), alpha subunit; site specific recombination		EnteroFam0005715: Trusted threshold=288; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).						Interacts with the product of himD ASAP:3107:(interacting residues not known); by MALDI-TOF																	
ABE-0005717	CDS	Chromosome	complement	1793581	1795968	1	pheT	UniProtKB/Swiss-Prot:P07395	enzyme; Aminoacyl tRNA synthetases, tRNA modification		b1713		pheT	phenylalanine tRNA synthetase, beta subunit	AAC74783.1	ECK1711 -!- JW1703	phenylalanine tRNA synthetase, beta-subunit	6.1.1.20	EnteroFam0005717: Trusted threshold=2239.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
